airline,origin,destination,departure_hour,month,day_of_week,distance,weather,delay_minutes,delayed
QP,BOM,CCU,19,9,Friday,1147,Clear,20,1
UK,BLR,BOM,0,4,Sunday,1916,Clear,0,0
QP,BLR,MAA,11,5,Tuesday,1940,Clear,0,0
QP,BLR,BOM,22,9,Monday,1672,Cloudy,16,1
QP,HYD,DEL,19,3,Friday,1392,Clear,14,0
6E,MAA,BLR,22,2,Tuesday,1180,Storm,32,1
UK,BLR,HYD,22,5,Tuesday,1408,Cloudy,0,0
6E,CCU,BLR,2,7,Saturday,1787,Clear,1,0
AI,DEL,CCU,16,11,Friday,1237,Cloudy,20,1
AI,MAA,HYD,13,4,Monday,1443,Clear,4,0
SG,MAA,BOM,11,3,Friday,1448,Clear,0,0
UK,HYD,BLR,19,9,Friday,1270,Clear,11,0
QP,BLR,DEL,22,11,Wednesday,967,Clear,5,0
SG,BLR,MAA,11,11,Saturday,1070,Cloudy,9,0
AI,BLR,HYD,15,8,Saturday,1077,Clear,18,1
QP,CCU,BLR,11,1,Friday,1961,Clear,0,0
UK,DEL,MAA,15,8,Tuesday,638,Rain,12,0
UK,HYD,CCU,23,2,Wednesday,661,Clear,0,0
QP,CCU,DEL,19,10,Thursday,1025,Clear,16,1
SG,HYD,DEL,5,12,Monday,1294,Clear,0,0
AI,HYD,BOM,20,8,Wednesday,520,Rain,49,1
AI,HYD,MAA,12,3,Sunday,635,Cloudy,19,1
UK,HYD,DEL,14,4,Friday,909,Clear,0,0
AI,HYD,BOM,2,9,Sunday,756,Clear,0,0
AI,CCU,BLR,10,10,Wednesday,1525,Rain,16,1
SG,MAA,BLR,7,10,Saturday,520,Clear,2,0
AI,CCU,BOM,2,2,Saturday,1667,Clear,2,0
AI,HYD,MAA,20,9,Tuesday,829,Cloudy,24,1
UK,MAA,CCU,3,12,Tuesday,1278,Clear,0,0
AI,CCU,MAA,17,1,Thursday,1737,Clear,7,0
6E,BOM,BLR,17,6,Friday,1009,Cloudy,26,1
QP,CCU,BLR,14,9,Friday,816,Clear,9,0
SG,MAA,CCU,20,7,Sunday,1587,Clear,42,1
QP,BLR,CCU,2,12,Monday,1604,Rain,25,1
6E,MAA,CCU,0,9,Friday,1116,Clear,3,0
SG,BOM,HYD,20,5,Sunday,1790,Cloudy,23,1
6E,MAA,BOM,4,8,Tuesday,1423,Clear,8,0
6E,HYD,MAA,7,9,Sunday,1119,Rain,36,1
AI,CCU,MAA,16,10,Saturday,1480,Cloudy,10,0
QP,HYD,BOM,12,4,Tuesday,1622,Clear,0,0
AI,HYD,MAA,4,11,Tuesday,1330,Clear,0,0
6E,HYD,MAA,5,12,Tuesday,1510,Clear,0,0
UK,HYD,BOM,20,3,Monday,1692,Storm,53,1
UK,CCU,DEL,12,3,Wednesday,1154,Cloudy,0,0
6E,MAA,DEL,22,5,Thursday,1215,Cloudy,0,0
6E,DEL,BLR,13,4,Thursday,885,Storm,29,1
6E,HYD,BOM,15,3,Saturday,900,Clear,0,0
QP,BOM,HYD,8,3,Thursday,1313,Clear,7,0
UK,DEL,MAA,0,9,Tuesday,1567,Fog,19,1
QP,CCU,DEL,12,12,Friday,654,Rain,47,1
QP,CCU,MAA,17,2,Friday,1873,Clear,0,0
SG,CCU,DEL,9,7,Thursday,876,Clear,12,0
QP,BLR,MAA,20,4,Friday,1467,Clear,15,1
AI,BLR,CCU,16,3,Tuesday,727,Cloudy,28,1
QP,MAA,CCU,12,7,Saturday,1546,Cloudy,1,0
UK,BOM,CCU,13,2,Tuesday,1212,Cloudy,0,0
SG,DEL,CCU,5,1,Monday,1237,Fog,28,1
6E,BLR,HYD,21,11,Wednesday,615,Clear,6,0
AI,HYD,BOM,1,6,Tuesday,1156,Fog,17,1
QP,BLR,HYD,1,1,Thursday,1571,Clear,4,0
UK,BOM,BLR,18,11,Thursday,814,Clear,7,0
AI,HYD,BLR,0,8,Sunday,1287,Fog,39,1
SG,CCU,BLR,12,9,Wednesday,1387,Fog,49,1
AI,BOM,DEL,4,8,Monday,1586,Fog,34,1
UK,BLR,BOM,16,6,Thursday,1405,Rain,39,1
SG,BOM,CCU,2,10,Saturday,958,Clear,7,0
SG,BOM,CCU,6,5,Tuesday,1117,Clear,0,0
UK,HYD,BLR,12,9,Wednesday,1512,Clear,0,0
6E,BLR,HYD,9,11,Tuesday,472,Clear,0,0
QP,HYD,BLR,4,11,Saturday,1728,Fog,4,0
AI,DEL,CCU,1,7,Tuesday,1043,Clear,3,0
AI,HYD,MAA,0,1,Tuesday,945,Clear,0,0
AI,DEL,MAA,4,1,Monday,764,Rain,26,1
QP,BLR,BOM,6,6,Wednesday,1053,Cloudy,18,1
UK,CCU,BOM,2,8,Sunday,1060,Clear,11,0
AI,BLR,CCU,12,1,Thursday,1536,Fog,22,1
AI,MAA,CCU,21,5,Monday,1602,Cloudy,0,0
AI,BLR,BOM,17,5,Saturday,1804,Cloudy,8,0
QP,CCU,BLR,7,6,Wednesday,1718,Clear,10,0
UK,CCU,BOM,10,7,Tuesday,631,Cloudy,6,0
AI,CCU,MAA,18,4,Monday,994,Clear,22,1
6E,BLR,CCU,23,8,Wednesday,1741,Cloudy,16,1
SG,BOM,CCU,13,6,Tuesday,1503,Clear,17,1
UK,HYD,CCU,4,12,Thursday,466,Clear,0,0
QP,MAA,BLR,20,4,Thursday,1808,Clear,16,1
AI,HYD,BOM,12,12,Friday,1672,Fog,30,1
AI,MAA,CCU,0,12,Tuesday,1791,Clear,0,0
AI,CCU,BLR,6,4,Monday,1510,Clear,0,0
6E,MAA,BOM,12,5,Monday,1316,Cloudy,1,0
SG,BLR,CCU,19,9,Monday,1777,Rain,45,1
SG,BOM,BLR,20,6,Tuesday,436,Rain,46,1
6E,BLR,DEL,4,9,Saturday,439,Rain,16,1
SG,HYD,CCU,17,4,Thursday,1288,Rain,23,1
SG,CCU,BOM,23,12,Wednesday,438,Storm,45,1
AI,BOM,BLR,19,9,Tuesday,856,Clear,6,0
SG,DEL,HYD,17,2,Tuesday,975,Clear,18,1
UK,BOM,HYD,19,3,Tuesday,1569,Clear,2,0
AI,HYD,MAA,13,8,Tuesday,520,Rain,34,1
6E,BOM,MAA,14,4,Thursday,1441,Fog,40,1
SG,BLR,HYD,12,5,Friday,429,Clear,0,0
SG,BOM,HYD,22,8,Sunday,1544,Cloudy,30,1
6E,CCU,BLR,8,5,Sunday,568,Clear,0,0
SG,HYD,BOM,18,11,Tuesday,1407,Rain,31,1
6E,MAA,CCU,0,8,Saturday,608,Clear,0,0
UK,HYD,MAA,10,6,Monday,1800,Cloudy,17,1
AI,DEL,HYD,21,4,Saturday,796,Clear,2,0
QP,BOM,HYD,5,4,Sunday,1249,Clear,7,0
QP,CCU,MAA,19,1,Friday,886,Fog,31,1
AI,HYD,CCU,12,2,Thursday,1000,Clear,0,0
UK,MAA,DEL,3,10,Wednesday,1155,Clear,0,0
SG,MAA,DEL,2,10,Sunday,1666,Clear,5,0
UK,HYD,MAA,2,2,Sunday,569,,0,0
6E,HYD,CCU,11,7,Friday,614,Clear,0,0
QP,BOM,HYD,7,4,Monday,1372,Cloudy,18,1
6E,BOM,DEL,21,9,Sunday,408,,12,0
6E,DEL,BOM,18,8,Saturday,1195,Clear,13,0
6E,BOM,BLR,3,10,Wednesday,707,Fog,32,1
QP,HYD,MAA,12,8,Tuesday,950,Clear,5,0
UK,CCU,BLR,18,3,Saturday,1307,Cloudy,0,0
SG,BLR,CCU,15,8,Friday,642,Storm,67,1
QP,HYD,BOM,0,11,Saturday,1143,Rain,11,0
QP,CCU,BLR,0,12,Sunday,1941,Cloudy,9,0
QP,MAA,BOM,14,9,Wednesday,914,Clear,0,0
QP,BOM,DEL,22,5,Saturday,921,Clear,0,0
QP,BOM,BLR,1,7,Thursday,635,Rain,15,1
QP,HYD,DEL,3,2,Saturday,1633,Cloudy,3,0
SG,BOM,BLR,4,8,Tuesday,1735,Cloudy,16,1
AI,BOM,HYD,7,2,Saturday,877,Fog,29,1
AI,HYD,BLR,21,4,Friday,711,Cloudy,13,0
SG,HYD,MAA,22,7,Thursday,690,Rain,30,1
6E,BOM,BLR,7,6,Sunday,1682,Rain,31,1
QP,DEL,BLR,17,5,Wednesday,1493,Rain,51,1
QP,MAA,CCU,0,8,Saturday,428,Clear,0,0
SG,BLR,BOM,12,11,Thursday,1443,Rain,25,1
SG,HYD,DEL,15,12,Monday,1174,Rain,30,1
6E,BOM,MAA,20,7,Tuesday,1502,Cloudy,36,1
UK,BOM,BLR,19,7,Saturday,1475,Clear,2,0
QP,HYD,BOM,1,6,Thursday,1214,Clear,0,0
QP,DEL,MAA,9,11,Saturday,1128,Cloudy,22,1
6E,BOM,DEL,1,11,Monday,1738,Cloudy,1,0
QP,MAA,BOM,0,1,Saturday,1094,Fog,23,1
UK,MAA,BLR,3,10,Sunday,363,Clear,0,0
QP,BLR,BOM,22,1,Sunday,1704,Clear,1,0
UK,DEL,HYD,6,9,Saturday,734,Cloudy,0,0
SG,DEL,HYD,17,5,Thursday,1492,Storm,61,1
AI,HYD,CCU,17,7,Monday,628,Clear,15,1
6E,MAA,HYD,20,10,Tuesday,1852,Clear,2,0
SG,HYD,MAA,12,3,Friday,1445,Rain,26,1
QP,BLR,MAA,23,2,Sunday,1622,Clear,0,0
AI,DEL,BOM,10,7,Saturday,924,Clear,19,1
AI,BOM,BLR,18,11,Friday,902,Storm,75,1
SG,DEL,MAA,18,2,Sunday,1645,Rain,56,1
UK,BLR,BOM,13,5,Wednesday,1744,Clear,0,0
QP,BOM,DEL,7,7,Wednesday,500,Fog,37,1
AI,DEL,BOM,3,3,Monday,945,Rain,20,1
6E,HYD,CCU,2,11,Friday,745,,33,1
AI,BLR,CCU,11,8,Tuesday,911,Clear,12,0
SG,CCU,BOM,9,7,Tuesday,543,Cloudy,22,1
QP,BLR,MAA,5,2,Monday,1230,Clear,12,0
AI,DEL,CCU,18,1,Saturday,1826,Clear,5,0
6E,MAA,DEL,3,2,Tuesday,1591,Cloudy,0,0
QP,MAA,CCU,11,1,Sunday,1379,Clear,0,0
AI,CCU,MAA,10,7,Tuesday,364,Clear,18,1
QP,MAA,CCU,23,11,Monday,656,Clear,1,0
QP,BLR,DEL,2,10,Sunday,1432,Clear,0,0
AI,MAA,DEL,20,3,Tuesday,1323,Storm,43,1
AI,MAA,BLR,16,3,Saturday,515,Rain,25,1
SG,HYD,CCU,18,7,Monday,1205,Clear,23,1
AI,MAA,BLR,18,10,Tuesday,1936,Rain,37,1
UK,CCU,MAA,18,10,Wednesday,1835,Storm,36,1
AI,MAA,BOM,10,7,Saturday,1450,Clear,13,0
UK,HYD,BLR,13,4,Monday,539,Cloudy,0,0
6E,BLR,CCU,8,6,Friday,907,Clear,9,0
SG,CCU,BLR,21,9,Saturday,541,Fog,43,1
QP,CCU,MAA,5,11,Monday,551,Clear,0,0
UK,BOM,HYD,14,1,Thursday,728,Rain,15,1
SG,DEL,BOM,5,10,Sunday,1673,Clear,21,1
SG,MAA,CCU,8,9,Thursday,1837,Cloudy,33,1
QP,BOM,CCU,23,3,Saturday,1658,Cloudy,5,0
6E,CCU,MAA,4,1,Saturday,1797,Clear,0,0
6E,DEL,BLR,21,4,Wednesday,1164,Fog,32,1
6E,CCU,BLR,19,4,Friday,602,Clear,10,0
SG,MAA,BOM,8,2,Sunday,1608,Clear,16,1
QP,BOM,HYD,8,4,Wednesday,1119,Rain,29,1
6E,DEL,BOM,0,3,Monday,599,Clear,3,0
AI,CCU,BOM,18,11,Saturday,1579,Clear,20,1
SG,DEL,CCU,15,2,Wednesday,956,Clear,6,0
UK,DEL,BLR,23,7,Friday,406,Clear,10,0
6E,MAA,BLR,6,4,Tuesday,426,Rain,17,1
AI,MAA,HYD,9,11,Tuesday,605,Cloudy,26,1
QP,DEL,CCU,16,6,Saturday,1276,Clear,7,0
QP,BLR,HYD,8,7,Monday,684,Clear,13,0
SG,HYD,CCU,7,5,Thursday,1211,Cloudy,14,0
UK,HYD,MAA,4,10,Saturday,1496,Rain,25,1
6E,BLR,MAA,23,9,Thursday,1390,Cloudy,3,0
UK,BLR,HYD,11,7,Tuesday,1863,Clear,0,0
AI,DEL,BOM,18,5,Friday,1743,Storm,61,1
6E,DEL,BLR,15,6,Monday,488,Clear,17,1
UK,CCU,DEL,14,4,Friday,925,Fog,18,1
UK,BOM,MAA,7,8,Wednesday,601,Clear,0,0
AI,CCU,DEL,7,4,Thursday,939,Clear,0,0
QP,DEL,BOM,11,4,Sunday,1027,Clear,0,0
6E,CCU,HYD,3,6,Sunday,1891,Rain,29,1
UK,BLR,CCU,12,12,Saturday,1119,Clear,0,0
UK,MAA,BLR,2,6,Thursday,765,Rain,14,0
UK,CCU,BOM,6,11,Saturday,659,Rain,17,1
QP,BLR,DEL,15,7,Monday,1477,Clear,9,0
SG,MAA,CCU,0,1,Tuesday,711,Clear,0,0
QP,BLR,DEL,1,8,Thursday,1432,Fog,33,1
6E,MAA,CCU,5,12,Saturday,600,Cloudy,0,0
6E,CCU,BLR,18,11,Wednesday,1757,Rain,31,1
UK,MAA,HYD,19,3,Wednesday,882,Cloudy,18,1
UK,MAA,HYD,0,4,Sunday,1961,Rain,17,1
6E,BLR,BOM,6,9,Sunday,1550,Clear,12,0
UK,DEL,HYD,1,6,Monday,1202,Cloudy,6,0
AI,HYD,MAA,0,10,Thursday,928,Fog,16,1
UK,DEL,BOM,22,7,Friday,796,,19,1
SG,HYD,BOM,10,3,Friday,1911,Fog,45,1
UK,CCU,BOM,19,4,Sunday,1874,Clear,6,0
QP,DEL,CCU,16,2,Sunday,1684,Rain,39,1
QP,CCU,HYD,10,4,Tuesday,1522,Clear,9,0
QP,HYD,BOM,18,10,Sunday,1127,Clear,13,0
AI,DEL,CCU,5,3,Wednesday,1137,Cloudy,10,0
QP,MAA,CCU,9,6,Monday,1696,Cloudy,7,0
6E,DEL,BOM,9,3,Wednesday,1341,Storm,62,1
UK,HYD,MAA,13,6,Tuesday,681,Cloudy,0,0
UK,HYD,BLR,5,12,Sunday,574,Clear,0,0
6E,MAA,CCU,17,10,Friday,1282,Storm,33,1
QP,BLR,MAA,20,10,Wednesday,1777,Clear,1,0
SG,DEL,BLR,21,4,Monday,1861,Cloudy,23,1
QP,BLR,CCU,21,4,Wednesday,1100,Cloudy,1,0
QP,MAA,HYD,15,2,Wednesday,1214,Clear,2,0
UK,CCU,BLR,19,12,Thursday,1431,Clear,0,0
SG,BOM,CCU,16,12,Tuesday,1354,Cloudy,25,1
UK,BLR,CCU,22,5,Thursday,1164,Rain,5,0
UK,CCU,BLR,2,9,Thursday,1226,Fog,34,1
SG,BOM,BLR,4,3,Saturday,748,Storm,46,1
SG,BOM,BLR,10,8,Friday,609,Clear,28,1
QP,MAA,BOM,14,2,Saturday,774,Clear,5,0
SG,BLR,DEL,21,4,Tuesday,975,Clear,0,0
SG,HYD,MAA,2,5,Monday,1320,Storm,42,1
QP,BLR,HYD,3,12,Thursday,834,Clear,0,0
AI,HYD,CCU,20,6,Sunday,1357,Cloudy,42,1
SG,BOM,HYD,7,3,Wednesday,701,Fog,33,1
6E,MAA,DEL,0,1,Saturday,1322,Cloudy,0,0
UK,BLR,HYD,16,3,Sunday,1464,Clear,0,0
SG,HYD,BOM,21,3,Monday,1546,Clear,0,0
6E,BOM,DEL,21,4,Monday,1344,Cloudy,1,0
QP,DEL,HYD,20,2,Friday,1519,Clear,27,1
UK,HYD,DEL,1,9,Saturday,1672,Clear,0,0
6E,DEL,BLR,3,5,Friday,1333,Clear,0,0
6E,CCU,DEL,20,3,Sunday,1274,Rain,40,1
UK,CCU,BOM,16,7,Monday,910,Fog,40,1
QP,BOM,MAA,5,4,Thursday,1611,Cloudy,0,0
AI,BOM,BLR,9,9,Friday,964,Clear,31,1
UK,HYD,DEL,20,7,Friday,675,Clear,5,0
QP,BOM,DEL,22,12,Monday,628,Clear,1,0
UK,CCU,DEL,21,8,Monday,605,Fog,29,1
UK,DEL,HYD,11,5,Sunday,1503,Clear,0,0
6E,BLR,DEL,18,2,Wednesday,880,Clear,3,0
AI,BOM,CCU,1,2,Tuesday,675,Rain,20,1
SG,MAA,CCU,22,8,Tuesday,648,Storm,40,1
QP,DEL,BLR,5,1,Tuesday,1331,Clear,0,0
UK,BLR,MAA,23,5,Friday,1539,Cloudy,1,0
UK,CCU,BOM,0,1,Thursday,690,Storm,37,1
AI,BLR,HYD,22,5,Sunday,823,Clear,3,0
QP,BOM,BLR,12,11,Thursday,1220,Rain,22,1
QP,DEL,HYD,12,1,Monday,1734,Clear,14,0
QP,HYD,BLR,16,12,Thursday,528,Cloudy,9,0
6E,DEL,CCU,11,12,Thursday,689,Clear,0,0
SG,BLR,CCU,22,11,Wednesday,678,Clear,0,0
UK,HYD,BLR,2,9,Saturday,1912,Cloudy,10,0
6E,BLR,DEL,15,3,Sunday,564,Clear,0,0
6E,MAA,BOM,5,2,Thursday,1636,Cloudy,0,0
6E,MAA,BOM,0,12,Saturday,1107,Clear,0,0
UK,DEL,BLR,15,5,Thursday,1583,Rain,28,1
AI,MAA,HYD,16,6,Saturday,712,Clear,15,1
SG,CCU,DEL,3,1,Thursday,1084,Cloudy,16,1
UK,BOM,DEL,17,1,Tuesday,1129,Clear,17,1
QP,BLR,HYD,22,7,Friday,1019,Rain,44,1
6E,BLR,BOM,16,5,Wednesday,996,Clear,10,0
AI,BLR,HYD,5,9,Monday,1381,Clear,6,0
6E,BLR,HYD,2,11,Saturday,660,Clear,0,0
QP,CCU,MAA,2,1,Thursday,1848,Rain,5,0
6E,HYD,BLR,14,12,Friday,1512,Clear,0,0
SG,CCU,BOM,5,12,Thursday,571,Cloudy,14,0
QP,BLR,CCU,8,7,Sunday,1686,Clear,34,1
6E,HYD,BLR,1,5,Tuesday,1294,Storm,29,1
SG,DEL,BLR,10,2,Monday,1879,Clear,13,0
6E,BOM,HYD,3,3,Thursday,714,Clear,0,0
6E,HYD,BOM,10,9,Sunday,1566,Cloudy,26,1
6E,BOM,CCU,14,2,Thursday,811,Clear,0,0
SG,CCU,DEL,23,12,Wednesday,1130,Clear,1,0
QP,BOM,DEL,6,2,Friday,1359,Rain,27,1
6E,DEL,CCU,7,10,Wednesday,1356,Rain,21,1
6E,MAA,BLR,19,11,Thursday,666,Clear,5,0
QP,DEL,CCU,22,4,Sunday,507,Clear,7,0
UK,BOM,CCU,9,6,Wednesday,429,Clear,9,0
UK,BOM,CCU,8,7,Thursday,1654,Clear,10,0
SG,MAA,DEL,17,10,Saturday,566,Cloudy,19,1
AI,CCU,MAA,18,1,Friday,713,Clear,7,0
QP,BOM,HYD,16,3,Wednesday,496,Rain,24,1
6E,BLR,MAA,15,2,Thursday,940,Cloudy,0,0
SG,BLR,BOM,3,4,Thursday,562,Cloudy,17,1
UK,MAA,BLR,6,9,Wednesday,932,Clear,5,0
SG,BLR,BOM,1,5,Wednesday,716,Clear,0,0
SG,HYD,BLR,9,6,Monday,702,Clear,19,1
AI,HYD,BLR,20,6,Thursday,1080,Clear,4,0
AI,DEL,MAA,5,1,Wednesday,1232,Clear,9,0
QP,HYD,BOM,16,2,Saturday,1052,Fog,32,1
UK,HYD,BOM,10,3,Friday,660,Rain,1,0
6E,CCU,MAA,4,1,Friday,317,Clear,0,0
AI,HYD,BLR,5,10,Tuesday,1557,Clear,0,0
AI,CCU,MAA,16,12,Monday,519,Rain,39,1
QP,BLR,CCU,18,6,Wednesday,770,Cloudy,22,1
QP,MAA,CCU,7,8,Thursday,856,Clear,0,0
6E,CCU,BLR,22,1,Thursday,280,Rain,14,0
6E,DEL,BOM,1,1,Monday,540,Rain,27,1
UK,HYD,CCU,13,8,Tuesday,646,Clear,0,0
AI,CCU,BOM,5,10,Saturday,704,Cloudy,12,0
UK,HYD,MAA,21,12,Sunday,1541,Rain,31,1
SG,CCU,MAA,18,5,Sunday,708,Cloudy,32,1
QP,BLR,BOM,1,6,Thursday,1541,Cloudy,15,1
6E,CCU,DEL,9,10,Friday,471,Clear,0,0
AI,HYD,BLR,17,2,Friday,886,Cloudy,35,1
AI,BLR,DEL,13,12,Wednesday,1397,Rain,16,1
6E,BOM,BLR,11,4,Wednesday,1885,Clear,0,0
SG,BOM,BLR,3,1,Monday,495,Clear,0,0
AI,BOM,HYD,13,10,Monday,1164,Cloudy,5,0
SG,MAA,BOM,2,12,Wednesday,999,Cloudy,13,0
UK,BLR,CCU,7,6,Wednesday,1545,Rain,18,1
SG,BLR,DEL,5,2,Thursday,1536,Rain,33,1
UK,BLR,CCU,15,2,Sunday,1419,Cloudy,2,0
AI,BLR,BOM,11,4,Sunday,365,Storm,49,1
AI,MAA,BLR,10,7,Tuesday,898,Clear,17,1
UK,BLR,CCU,20,8,Thursday,807,Clear,0,0
UK,BLR,HYD,9,9,Thursday,1262,Clear,9,0
QP,HYD,DEL,18,9,Sunday,1299,Clear,15,1
QP,HYD,MAA,21,3,Wednesday,1157,Clear,0,0
AI,BLR,HYD,3,3,Wednesday,790,Clear,0,0
6E,DEL,CCU,17,12,Saturday,594,Clear,14,0
6E,MAA,HYD,1,2,Monday,1267,Storm,35,1
AI,HYD,CCU,15,7,Monday,1919,Rain,33,1
AI,HYD,DEL,5,4,Friday,1348,Rain,11,0
AI,HYD,BOM,6,9,Wednesday,748,Clear,10,0
UK,HYD,BLR,20,4,Tuesday,1883,Clear,4,0
AI,CCU,BOM,4,2,Saturday,935,Clear,0,0
AI,DEL,BLR,12,4,Tuesday,1846,Clear,13,0
AI,DEL,BLR,18,2,Monday,1565,Clear,21,1
SG,CCU,DEL,19,3,Monday,556,Clear,6,0
SG,CCU,MAA,4,6,Sunday,642,Clear,15,1
QP,BLR,HYD,8,12,Thursday,1545,Cloudy,0,0
AI,HYD,MAA,13,3,Monday,451,Fog,29,1
6E,BLR,CCU,14,10,Tuesday,622,Clear,0,0
UK,CCU,MAA,3,7,Wednesday,1036,Clear,0,0
SG,BLR,MAA,14,12,Sunday,1080,Clear,0,0
AI,MAA,CCU,0,7,Thursday,913,Cloudy,13,0
6E,BLR,CCU,15,2,Saturday,1075,Clear,0,0
UK,BLR,CCU,17,5,Thursday,671,Clear,0,0
AI,MAA,CCU,11,1,Saturday,498,Clear,0,0
6E,BLR,BOM,5,3,Monday,1051,Clear,0,0
SG,DEL,MAA,5,7,Wednesday,952,Clear,19,1
UK,BOM,MAA,16,11,Thursday,969,Cloudy,13,0
UK,CCU,MAA,10,8,Monday,1563,Rain,23,1
UK,BLR,BOM,22,5,Tuesday,413,Fog,13,0
QP,DEL,HYD,23,8,Friday,718,Clear,13,0
UK,CCU,DEL,10,3,Friday,1625,Rain,27,1
UK,CCU,DEL,6,2,Monday,1276,Clear,0,0
QP,BLR,CCU,19,9,Tuesday,985,Clear,12,0
AI,HYD,MAA,17,11,Thursday,1988,Clear,12,0
AI,MAA,DEL,3,8,Tuesday,1133,Clear,6,0
UK,DEL,HYD,22,6,Monday,744,Rain,15,1
6E,BOM,BLR,4,6,Monday,1883,Fog,25,1
6E,HYD,MAA,13,5,Thursday,499,Clear,0,0
AI,HYD,DEL,4,12,Wednesday,1350,Rain,22,1
QP,BOM,BLR,11,7,Thursday,915,Clear,9,0
SG,DEL,BLR,14,11,Friday,1657,Cloudy,8,0
SG,CCU,HYD,2,1,Thursday,484,Clear,5,0
AI,HYD,BOM,6,5,Thursday,924,Clear,2,0
6E,MAA,CCU,18,3,Saturday,582,Rain,22,1
SG,BLR,CCU,22,2,Tuesday,1274,Clear,0,0
UK,HYD,MAA,21,12,Tuesday,1077,Clear,0,0
SG,BLR,BOM,18,1,Saturday,800,Storm,65,1
SG,BLR,BOM,23,7,Tuesday,1274,Clear,2,0
UK,MAA,DEL,3,3,Sunday,543,Clear,0,0
SG,CCU,MAA,4,1,Wednesday,1359,Clear,0,0
6E,MAA,BOM,9,12,Monday,628,Cloudy,6,0
AI,MAA,BOM,22,4,Friday,630,Clear,0,0
QP,DEL,MAA,19,5,Wednesday,783,Fog,35,1
AI,HYD,DEL,8,3,Monday,1362,Clear,0,0
6E,CCU,MAA,0,9,Tuesday,1468,Cloudy,19,1
AI,BLR,DEL,14,12,Sunday,1478,Clear,0,0
6E,HYD,BOM,7,5,Thursday,942,Clear,13,0
6E,BOM,MAA,5,10,Tuesday,1455,Clear,8,0
AI,BOM,BLR,5,5,Thursday,1665,Clear,14,0
UK,MAA,CCU,5,7,Monday,901,Cloudy,0,0
QP,BOM,CCU,7,10,Wednesday,1445,Rain,21,1
AI,HYD,DEL,14,12,Friday,1213,Rain,6,0
QP,HYD,BLR,3,8,Sunday,1033,Cloudy,14,0
UK,CCU,MAA,11,5,Tuesday,1440,Clear,0,0
UK,CCU,DEL,22,6,Saturday,1550,Clear,10,0
UK,HYD,CCU,23,11,Wednesday,924,Clear,0,0
6E,DEL,MAA,19,5,Sunday,528,Clear,17,1
AI,HYD,DEL,6,6,Monday,616,Cloudy,9,0
UK,CCU,HYD,3,10,Monday,1707,Cloudy,0,0
QP,BLR,BOM,21,11,Thursday,475,Rain,23,1
UK,HYD,CCU,9,6,Saturday,1647,Clear,3,0
UK,MAA,BLR,11,11,Wednesday,981,Clear,0,0
SG,BLR,BOM,10,11,Monday,1693,Storm,56,1
6E,BLR,CCU,3,6,Tuesday,1527,Clear,3,0
AI,BLR,DEL,17,4,Wednesday,1357,Storm,50,1
UK,CCU,BLR,5,3,Wednesday,1277,Clear,0,0
QP,BLR,BOM,5,2,Friday,1125,Clear,0,0
6E,BOM,DEL,18,3,Saturday,456,Clear,7,0
QP,HYD,BOM,17,1,Monday,1010,Clear,9,0
QP,MAA,BOM,19,4,Saturday,1728,Rain,19,1
6E,CCU,BLR,16,12,Sunday,902,Clear,17,1
UK,CCU,BLR,0,3,Wednesday,893,Clear,0,0
SG,MAA,DEL,10,5,Tuesday,1772,Clear,6,0
UK,MAA,DEL,9,5,Sunday,422,Clear,0,0
SG,BLR,DEL,7,7,Sunday,1234,Cloudy,21,1
QP,BLR,HYD,11,7,Monday,1349,Clear,0,0
SG,HYD,CCU,11,7,Saturday,1416,Cloudy,13,0
QP,MAA,DEL,14,2,Saturday,477,Clear,0,0
QP,HYD,DEL,23,4,Wednesday,1640,Rain,14,0
QP,BOM,MAA,15,11,Sunday,1849,Clear,11,0
QP,DEL,MAA,22,12,Tuesday,1328,Rain,19,1
6E,DEL,MAA,19,1,Friday,1235,Clear,9,0
AI,BLR,BOM,17,8,Friday,1270,Cloudy,32,1
AI,MAA,CCU,6,2,Monday,1023,Cloudy,0,0
6E,MAA,HYD,13,7,Sunday,1730,Clear,12,0
SG,MAA,DEL,2,1,Sunday,925,Clear,18,1
UK,MAA,DEL,22,10,Wednesday,1535,Cloudy,0,0
UK,DEL,HYD,4,12,Thursday,540,Clear,0,0
AI,CCU,MAA,5,2,Wednesday,590,Clear,11,0
SG,CCU,MAA,22,5,Tuesday,1032,Cloudy,7,0
6E,CCU,HYD,2,3,Sunday,542,Clear,0,0
SG,BLR,HYD,13,3,Sunday,1227,Clear,2,0
AI,BOM,MAA,13,10,Friday,1178,Clear,16,1
6E,CCU,DEL,5,2,Wednesday,668,Clear,4,0
AI,BOM,BLR,9,2,Friday,1227,Fog,40,1
6E,MAA,DEL,18,5,Thursday,1376,Rain,38,1
QP,CCU,BOM,17,4,Saturday,734,Clear,1,0
UK,CCU,HYD,14,12,Thursday,982,Clear,0,0
UK,HYD,MAA,13,5,Tuesday,1572,Rain,2,0
6E,CCU,BLR,8,7,Sunday,585,Cloudy,19,1
6E,MAA,CCU,14,2,Wednesday,1278,Clear,0,0
SG,CCU,BLR,0,5,Thursday,694,Rain,17,1
QP,BLR,HYD,1,3,Friday,1418,Fog,32,1
SG,HYD,CCU,18,5,Sunday,800,Clear,6,0
